Date,Open,High,Low,Close,Volume
2015-06-22,70.97,71.52,69.83,71.28,239444
2015-06-23,71.46,71.46,70.0,70.41,276858
2015-06-24,70.58,70.96,69.9,70.88,234168
2015-06-25,71.04,71.66,70.67,71.51,214310
2015-06-26,71.72,72.16,71.2,71.8,626736
2015-06-29,71.41,71.82,69.86,69.93,192404
2015-06-30,70.52,70.76,69.95,70.18,148031
2015-07-01,70.99,71.11,70.21,70.95,225603
2015-07-02,71.11,71.39,69.8,69.86,112862
2015-07-06,69.43,70.49,69.0901,70.08,211068
2015-07-07,70.04,70.37,69.13,70.07,186735
2015-07-08,69.58,70.16,69.11,69.56,296284
2015-07-09,70.3,70.46,69.29,70.16,280689
2015-07-10,70.81,71.25,70.3,71.2,112247
2015-07-13,71.7,72.25,71.43,71.72,298210
2015-07-14,71.72,72.01,70.85,70.9,176746
2015-07-15,70.95,71.0,70.17,70.5,199947
2015-07-16,71.02,71.85,70.84,71.37,198247
2015-07-17,71.6,71.89,71.14,71.71,178422
2015-07-20,71.89,72.47,71.675,72.37,145999
2015-07-21,72.27,72.85,71.15,71.26,135727
2015-07-22,71.24,71.355,70.67,71.2,212387
2015-07-23,69.02,71.34,68.78,69.0,462020
2015-07-24,68.66,69.14,68.0,68.73,403574
2015-07-27,69.72,70.99,68.2,68.77,397357
2015-07-28,69.35,70.24,68.3,68.79,192599
2015-07-29,68.71,70.14,68.7,69.64,223676
2015-07-30,69.46,70.56,69.26,70.25,217920
2015-07-31,70.51,71.26,70.36,70.42,172987
2015-08-03,70.61,71.27,69.96,70.68,186940
2015-08-04,70.81,71.4,70.5353,70.77,257993
2015-08-05,71.06,71.3,70.39,70.76,149570
2015-08-06,71.06,71.06,69.74,70.37,177883
2015-08-07,70.02,70.34,69.37,69.9,358255
2015-08-10,70.15,70.951,69.782,70.68,199113
2015-08-11,70.03,70.75,69.842,70.69,104681
2015-08-12,70.25,70.73,69.57,70.45,161663
2015-08-13,70.43,71.2,70.232,70.44,125666
2015-08-14,70.29,71.8,70.03,71.53,167868
2015-08-17,71.33,72.49,70.92,72.01,104092
2015-08-18,71.77,71.99,71.42,71.44,135453
2015-08-19,70.99,71.9999,70.6,71.19,102139
2015-08-20,70.48,71.37,70.29,70.35,158164
2015-08-21,69.02,70.34,68.57,68.83,336374
2015-08-24,66.02,68.43,65.56,66.14,361596
2015-08-25,67.98,67.98,66.16,66.39,305439
2015-08-26,67.9,68.0,66.37,67.67,255957
2015-08-27,68.25,69.26,67.77,69.18,284101
2015-08-28,68.8,69.52,68.77,69.45,132366
2015-08-31,69.28,69.79,69.14,69.68,230633
2015-09-01,68.54,69.17,66.98,67.18,381053
2015-09-02,67.73,69.35,67.73,69.26,250202
2015-09-03,69.51,70.06,69.26,69.61,137397
2015-09-04,68.78,69.72,68.78,69.24,151065
2015-09-08,70.93,71.36,70.364,71.29,240079
2015-09-09,71.9,72.0,70.82,70.98,397409
2015-09-10,70.84,71.33,70.555,71.05,205916
2015-09-11,70.58,72.24,70.426,72.19,222958
2015-09-14,72.23,72.23,71.38,71.91,132752
2015-09-15,72.14,72.61,71.98,72.2,208218
2015-09-16,72.24,72.595,72.11,72.55,216110
2015-09-17,72.29,73.87,72.28,72.8,169354
2015-09-18,71.51,72.86,71.51,71.73,405117
2015-09-21,72.36,73.1,71.8,72.37,176325
2015-09-22,71.61,72.28,71.09,71.9,509566
2015-09-23,72.09,72.39,71.78,72.0,218096
2015-09-24,71.61,72.31,71.395,72.28,298601
2015-09-25,72.96,73.69,72.25,72.76,297585
2015-09-28,72.54,72.94,71.77,71.98,310753
2015-09-29,72.1,72.34,71.44,71.83,462568
2015-09-30,72.46,72.89,71.8,72.3,219797
2015-10-01,72.35,72.98,71.725,72.63,330274
2015-10-02,71.56,73.91,71.56,73.88,266665
2015-10-05,74.21,74.74,73.37,74.6,216315
2015-10-06,74.49,74.58,73.61,74.37,221756
2015-10-07,74.67,74.95,73.9,74.66,277744
2015-10-08,74.41,76.275,74.18,75.61,386830
2015-10-09,75.7,76.91,75.505,75.67,218715
2015-10-12,74.7,75.65,72.87,75.17,297184
2015-10-13,74.94,78.97,74.36,74.51,270014
2015-10-14,74.33,75.0,73.31,73.77,323612
2015-10-15,73.9,75.12,73.33,74.94,222050
2015-10-16,74.95,76.184,74.33,75.22,147175
2015-10-19,74.98,76.764,74.768,75.65,151704
2015-10-20,75.74,75.95,74.876,75.09,188340
2015-10-21,75.35,75.484,73.815,73.88,202897
2015-10-22,75.06,80.2,71.104,79.8,838189
2015-10-23,80.28,81.41,78.81,81.21,573124
2015-10-26,81.21,81.9,80.44,81.73,358317
2015-10-27,80.84,81.5,80.72,81.12,266607
2015-10-28,81.43,82.83,81.08,82.79,436907
2015-10-29,82.71,83.38,81.96,82.39,266135
2015-10-30,82.06,83.394,81.41,81.54,289637
2015-11-02,81.97,82.36,80.87,81.87,478054
2015-11-03,81.16,83.74,81.16,83.57,539041
2015-11-04,83.98,84.43,82.45,82.77,378469
2015-11-05,82.94,83.24,81.76,82.47,418490
2015-11-06,81.84,82.705,81.44,81.97,409774
2015-11-09,81.96,82.81,80.35,80.4,281177
2015-11-10,80.51,81.84,80.3,81.57,284697
2015-11-11,81.85,82.625,81.25,82.01,242375
2015-11-12,81.36,82.49,80.3774,81.39,284014
2015-11-13,80.93,82.385,79.39,79.47,237839
2015-11-16,79.49,80.83,79.12,80.75,244064
2015-11-17,80.95,81.99,80.54,80.96,214448
2015-11-18,81.13,82.12,80.32,81.97,194539
2015-11-19,82.25,82.38,81.57,82.03,214365
2015-11-20,82.24,82.43,81.57,81.96,278212
2015-11-23,81.59,82.535,81.51,81.89,228682
2015-11-24,81.34,82.14,81.2683,82.0,144585
2015-11-25,82.0,82.45,81.6701,82.25,143312
2015-11-27,82.32,83.14,82.32,82.89,76226
2015-11-30,83.17,83.545,81.6,82.04,299908
2015-12-01,82.5,84.01,81.855,82.53,270291
2015-12-02,82.5,82.99,82.07,82.55,288236
2015-12-03,82.85,82.85,81.15,81.61,270091
2015-12-04,81.65,84.22,81.65,84.16,677882
2015-12-07,83.82,84.29,82.23,82.59,346982
2015-12-08,81.74,83.26,81.64,81.82,231094
2015-12-09,81.42,82.3099,79.94,80.22,285204
2015-12-10,80.06,81.7,80.01,81.33,195346
2015-12-11,79.96,81.675,79.96,80.16,297371
2015-12-14,80.6,80.88,79.64,80.23,338155
2015-12-15,81.1,81.97,80.76,81.49,244782
2015-12-16,82.45,83.58,82.11,83.31,516548
2015-12-17,83.33,83.33,80.97,81.02,288365
2015-12-18,80.55,80.62,79.61,79.69,525941
2015-12-21,80.34,80.453,78.7,80.35,278690
2015-12-22,80.81,81.63,80.12,81.39,137014
2015-12-23,82.12,82.98,81.835,82.35,146769
2015-12-24,82.27,82.54,81.69,81.97,70228
2015-12-28,81.42,82.74,81.34,82.2,117191
2015-12-29,82.65,82.98,81.86,82.55,146551
2015-12-30,82.23,82.37,81.63,81.69,138455
2015-12-31,81.3,81.85,80.69,80.78,237699
2016-01-04,79.44,79.85,78.58,79.17,293700
2016-01-05,79.49,80.08,78.84,79.52,181670
2016-01-06,78.54,79.245,77.94,78.77,176857
2016-01-07,77.29,78.47,76.52,77.53,189866
2016-01-08,77.64,77.79,75.9,75.96,264583
2016-01-11,76.09,76.4,75.19,75.8,430350
2016-01-12,76.26,77.31,75.87,77.1,222596
2016-01-13,77.47,77.47,74.9,75.13,245685
2016-01-14,75.46,76.62,74.38,75.92,221050
2016-01-15,73.71,74.51,72.405,74.5,417725
2016-01-19,75.3,75.545,74.27,75.03,253053
2016-01-20,74.18,75.46,72.67,74.55,294661
2016-01-21,74.68,75.07,73.43,74.37,265129
2016-01-22,75.22,76.27,74.47,76.2,248140
2016-01-25,76.45,78.9,75.44,77.97,768457
2016-01-26,78.26,79.78,75.8777,77.36,6978093
2016-01-27,76.63,78.11,76.12,77.39,631757
2016-01-28,77.98,80.1,76.985,79.9,574842
2016-01-29,80.15,84.53,80.15,84.5,864957
2016-02-01,83.99,84.5,82.49,83.95,665124
2016-02-02,82.17,82.25,80.32,80.89,494213
2016-02-03,81.3,82.275,78.57,79.83,507294
2016-02-04,79.58,80.5699,78.66,79.99,330087
2016-02-05,79.47,80.62,76.67,77.0,627951
2016-02-08,76.2,77.02,75.0,76.94,385881
2016-02-09,76.33,77.81,75.57,77.28,347466
2016-02-10,77.6,79.04,77.39,77.42,251561
2016-02-11,76.3,78.01,76.3,77.57,309653
2016-02-12,78.41,78.41,76.26,77.88,371763
2016-02-16,78.99,80.05,77.88,79.43,289026
2016-02-17,80.0,80.56,79.37,80.2,524130
2016-02-18,81.25,82.85,80.0,80.23,677275
2016-02-19,80.09,81.36,79.88,81.1,589095
2016-02-22,81.54,82.61,80.4101,80.94,508271
2016-02-23,80.86,81.6,80.4149,80.96,311410
2016-02-24,80.32,80.7,79.26,80.32,381029
2016-02-25,80.41,80.98,79.7,80.78,364825
2016-02-26,81.31,81.84,80.72,81.83,369328
2016-02-29,82.04,82.09,79.95,80.27,314165
2016-03-01,80.87,82.42,80.6,81.7,370109
2016-03-02,81.29,81.77,80.25,81.23,262399
2016-03-03,80.78,81.4889,79.92,81.33,228288
2016-03-04,81.44,82.16,80.81,81.56,230870
2016-03-07,80.88,81.82,80.5,81.53,274895
2016-03-08,81.46,82.5,80.99,81.05,203287
2016-03-09,81.41,83.27,80.68,82.43,386257
2016-03-10,82.94,83.9999,80.84,81.5,225984
2016-03-11,81.88,82.78,81.1604,82.74,226183
2016-03-14,82.4,83.17,81.35,82.25,202007
2016-03-15,81.82,82.61,81.82,82.28,172248
2016-03-16,82.37,83.11,81.57,82.71,182087
2016-03-17,82.83,84.39,82.46,84.15,216191
2016-03-18,84.3,85.85,83.85,85.64,553248
2016-03-21,85.65,86.4572,84.1,85.59,268049
2016-03-22,84.99,85.87,84.0,85.15,179461
2016-03-23,84.99,85.775,84.73,85.43,270632
2016-03-24,85.14,85.7,85.0,85.61,219036
2016-03-28,85.69,86.94,85.5,86.49,298541
2016-03-29,86.16,87.97,86.16,87.96,428413
2016-03-30,88.22,88.62,86.92,87.54,251658
2016-03-31,87.31,88.03,87.19,87.74,218225
2016-04-01,87.32,88.87,86.97,88.39,230802
2016-04-04,88.79,88.8,87.34,87.43,235497
2016-04-05,87.04,87.91,86.61,86.68,236010
2016-04-06,86.58,89.17,86.334,89.14,231815
2016-04-07,88.58,89.09,87.5,88.07,299357
2016-04-08,88.59,89.62,88.15,89.31,245947
2016-04-11,89.76,90.11,88.78,88.83,279616
2016-04-12,89.09,89.21,88.56,88.86,175196
2016-04-13,89.54,90.76,89.06,90.75,227262
2016-04-14,90.7,92.59,90.13,90.8,333836
2016-04-15,90.32,91.155,90.06,90.57,364496
2016-04-18,90.5,91.77,89.21,91.64,257577
2016-04-19,91.91,91.97,90.77,91.17,243532
2016-04-20,91.1,91.48,90.26,90.82,228425
2016-04-21,93.08,94.595,87.59,90.3,641149
2016-04-22,90.09,90.36,88.5801,89.35,463602
2016-04-25,89.03,89.495,88.72,89.41,241984
2016-04-26,89.44,90.44,88.64,89.15,312527
2016-04-27,88.9,89.86,88.71,89.64,214222
2016-04-28,89.6,90.21,88.454,88.64,149770
2016-04-29,88.94,89.56,87.37,87.41,250856
2016-05-02,87.38,88.77,86.8,88.37,322299
2016-05-03,88.04,88.7,86.6,87.32,187904
2016-05-04,87.19,88.03,86.8,87.53,212031
2016-05-05,87.99,88.19,87.23,87.33,220006
2016-05-06,87.08,88.72,86.19,88.65,340194
2016-05-09,88.64,90.95,88.57,90.14,301012
2016-05-10,90.72,91.242,89.34,90.36,239663
2016-05-11,90.85,91.82,89.49,89.97,365259
2016-05-12,90.37,91.4,90.04,90.82,201122
2016-05-13,90.6,91.595,89.79,90.36,192148
2016-05-16,90.73,91.04,89.73,89.97,300254
2016-05-17,89.79,90.76,87.26,87.68,285070
2016-05-18,87.18,88.655,85.89,87.65,230472
2016-05-19,87.72,88.77,87.2,87.72,427583
2016-05-20,87.86,88.9,87.53,88.22,344070
2016-05-23,88.58,88.92,87.625,88.26,132934
2016-05-24,88.81,90.97,88.48,90.52,226180
2016-05-25,90.41,90.96,89.52,90.77,177471
2016-05-26,90.99,91.99,89.655,91.4,245757
2016-05-27,91.41,92.57,91.35,92.43,210343
2016-05-31,92.26,92.42,91.11,91.57,225005
2016-06-01,91.18,91.99,91.02,91.62,124999
2016-06-02,91.44,93.16,91.44,93.08,292584
2016-06-03,93.03,93.14,92.36,92.56,256333
2016-06-06,92.4,92.4,90.52,91.27,195756
2016-06-07,91.19,91.66,90.56,91.42,300582
2016-06-08,91.56,92.23,90.8,92.12,197667
2016-06-09,91.7,92.11,91.14,91.7,170374
2016-06-10,91.03,91.49,90.47,90.53,159029
2016-06-13,89.93,90.04,88.89,89.18,317349
2016-06-14,88.85,89.35,88.35,89.22,224208
2016-06-15,89.68,91.11,89.24,90.17,217692
2016-06-16,89.55,90.04,88.92,89.97,160405
2016-06-17,90.16,90.6,89.02,89.44,329873
2016-06-20,90.36,91.7,89.535,90.69,309630
2016-06-21,90.68,90.82,89.8775,90.44,211197
2016-06-22,90.5,91.12,89.59,89.94,295497
2016-06-23,90.75,91.245,89.935,90.86,334293
2016-06-24,88.02,90.67,87.76,89.3,4161772
2016-06-27,88.47,88.98,87.17,88.66,490276
2016-06-28,89.12,90.8,88.775,90.05,378786
2016-06-29,90.81,91.41,89.99,91.31,408628
2016-06-30,91.38,94.03,87.02,94.03,455219
2016-07-01,93.74,95.25,93.73,95.05,392374
2016-07-05,95.1,96.99,93.89,94.73,343633
2016-07-06,94.62,95.87,94.33,95.09,972709
2016-07-07,95.35,96.32,95.04,95.17,336152
2016-07-08,95.91,97.15,95.55,96.67,270604
2016-07-11,96.54,97.4,96.24,96.68,347465
2016-07-12,97.01,97.3,96.36,97.14,301384
2016-07-13,97.14,97.4099,96.45,96.76,193627
2016-07-14,97.23,97.38,96.3,96.36,230205
2016-07-15,94.93,96.61,93.89,96.1,270475
2016-07-18,96.14,97.01,95.02,96.01,222273
2016-07-19,95.74,96.535,95.74,96.09,226091
2016-07-20,96.1,97.5,96.035,97.13,372194
2016-07-21,98.0,98.78,96.46,97.82,392123
2016-07-22,98.43,100.505,96.89,100.32,727038
2016-07-25,100.34,101.43,99.81,100.99,454990
2016-07-26,100.55,101.24,100.08,101.15,384219
2016-07-27,101.15,101.9,100.77,101.5,305012
2016-07-28,101.23,102.7,101.0,102.41,401990
2016-07-29,102.51,102.66,101.62,102.28,244583
2016-08-01,101.95,102.85,101.69,102.51,162672
2016-08-02,102.7,102.7,100.75,100.84,340008
2016-08-03,100.75,100.76,99.5001,100.74,278620
2016-08-04,100.7,101.17,100.43,101.06,469194
2016-08-05,101.36,101.82,99.7764,99.94,335933
2016-08-08,99.56,99.93,98.8854,99.35,245452
2016-08-09,99.06,99.62,98.17,99.37,201951
